"","water_date","PRCP","prcp_log"
"143",2008-02-12,0.01,0.0099998333408328
"144",2008-02-13,0.09,0.089878940743947
"145",2008-02-14,0.01,0.0099998333408328
"146",2008-02-15,0.01,0.0099998333408328
"147",2008-02-16,0.01,0.0099998333408328
"148",2008-02-17,0.01,0.0099998333408328
"149",2008-02-18,0,0
"150",2008-02-19,0,0
"151",2008-02-20,0.1,0.0998340788992076
"152",2008-02-21,0.01,0.0099998333408328
"153",2008-02-22,0.19,0.188875014576307
"154",2008-02-23,0.03,0.0299955018215242
"155",2008-02-24,0.09,0.089878940743947
"156",2008-02-25,0.24,0.2377537491524
"157",2008-02-26,0.01,0.0099998333408328
"158",2008-02-27,0,0
"159",2008-02-28,0,0
"160",2008-02-29,0,0
"161",2008-03-01,0.36,0.3526453302527
"162",2008-03-02,0.17,0.169191635935195
"163",2008-03-03,0.01,0.0099998333408328
"164",2008-03-04,0.23,0.228018971902582
"165",2008-03-05,0.01,0.0099998333408328
"166",2008-03-06,0.01,0.0099998333408328
"167",2008-03-07,0,0
"168",2008-03-08,0.63,0.594378911302243
"169",2008-03-09,0.01,0.0099998333408328
"170",2008-03-10,0,0
"171",2008-03-11,0.16,0.159325079865316
"172",2008-03-12,0.02,0.0199986669066095
"173",2008-03-13,0.45,0.436049668851741
"174",2008-03-14,0.64,0.6028207328115
"175",2008-03-15,0.33,0.324286295137463
"176",2008-03-16,0.16,0.159325079865316
"177",2008-03-17,0.08,0.0799149114944969
"178",2008-03-18,1.59,1.24367139965075
"179",2008-03-19,0.25,0.247466461547263
"180",2008-03-20,0.41,0.399304001055924
"181",2008-03-21,0.5,0.481211825059603
"182",2008-03-22,0.05,0.0499791900693487
"183",2008-03-23,0.16,0.159325079865316
"184",2008-03-24,0.22,0.218262907439882
"185",2008-03-25,0,0
"186",2008-03-26,0.39,0.380734623641985
"187",2008-03-27,0.24,0.2377537491524
"188",2008-03-28,0.28,0.276464691365661
"189",2008-03-29,0.2,0.198690110349241
"190",2008-03-30,0.28,0.276464691365661
"191",2008-03-31,0.02,0.0199986669066095
"192",2008-04-01,0.01,0.0099998333408328
"193",2008-04-02,0,0
"194",2008-04-03,0.01,0.0099998333408328
"195",2008-04-04,0.01,0.0099998333408328
"196",2008-04-05,0.34,0.333768351645882
"197",2008-04-06,0.51,0.490138161436235
"198",2008-04-07,0.13,0.12963659033633
"199",2008-04-08,0.4,0.390035319770715
"200",2008-04-09,0.08,0.0799149114944969
"201",2008-04-10,0.04,0.0399893410060271
"202",2008-04-11,0.1,0.0998340788992076
"203",2008-04-12,0.01,0.0099998333408328
"204",2008-04-13,0,0
"205",2008-04-14,0,0
"206",2008-04-15,0.19,0.188875014576307
"207",2008-04-16,0.05,0.0499791900693487
"208",2008-04-17,0.01,0.0099998333408328
"209",2008-04-18,0.01,0.0099998333408328
"210",2008-04-19,0.09,0.089878940743947
"211",2008-04-20,0.52,0.499028444456403
"212",2008-04-21,0.47,0.454219358912955
"213",2008-04-22,0.83,0.755923299990814
"214",2008-04-23,0.64,0.6028207328115
"215",2008-04-24,0.56,0.534224073953662
"216",2008-04-25,0.01,0.0099998333408328
"217",2008-04-26,0,0
"218",2008-04-27,0,0
"219",2008-04-28,0.19,0.188875014576307
"220",2008-04-29,0.16,0.159325079865316
"221",2008-04-30,0.22,0.218262907439882
"222",2008-05-01,0.01,0.0099998333408328
"223",2008-05-02,0,0
"224",2008-05-03,0,0
"225",2008-05-04,0,0
"226",2008-05-05,0,0
"227",2008-05-06,0,0
"228",2008-05-07,0,0
"229",2008-05-08,0,0
"230",2008-05-09,0,0
"231",2008-05-10,0,0
"232",2008-05-11,0.15,0.149443120184958
"233",2008-05-12,0.01,0.0099998333408328
"234",2008-05-13,0,0
"235",2008-05-14,0,0
"236",2008-05-15,0,0
"237",2008-05-16,0,0
"238",2008-05-17,0,0
"239",2008-05-18,0,0
"240",2008-05-19,0,0
"241",2008-05-20,0.19,0.188875014576307
"242",2008-05-21,0.18,0.179041904333766
"243",2008-05-22,0.06,0.059964058195334
"244",2008-05-23,0.03,0.0299955018215242
"245",2008-05-24,0.05,0.0499791900693487
"246",2008-05-25,0.01,0.0099998333408328
"247",2008-05-26,0,0
"248",2008-05-27,0.03,0.0299955018215242
"249",2008-05-28,0.01,0.0099998333408328
"250",2008-05-29,0.01,0.0099998333408328
"251",2008-05-30,0,0
"252",2008-05-31,0,0
"253",2008-06-01,0,0
"254",2008-06-02,0,0
"255",2008-06-03,0.84,0.763599221720576
"256",2008-06-04,0.34,0.333768351645882
"257",2008-06-05,0.04,0.0399893410060271
"258",2008-06-06,0.4,0.390035319770715
"259",2008-06-07,0.26,0.257156348513015
"260",2008-06-08,0.01,0.0099998333408328
"261",2008-06-09,0.01,0.0099998333408328
"262",2008-06-10,0.07,0.0699429590194019
"263",2008-06-11,0.02,0.0199986669066095
"264",2008-06-12,0.01,0.0099998333408328
"265",2008-06-13,0,0
"266",2008-06-14,0,0
"267",2008-06-15,0,0
"268",2008-06-16,0,0
"269",2008-06-17,0,0
"270",2008-06-18,0,0
"271",2008-06-19,0,0
"272",2008-06-20,0,0
"273",2008-06-21,0,0
"274",2008-06-22,0.04,0.0399893410060271
"275",2008-06-23,0,0
"276",2008-06-24,0,0
"277",2008-06-25,0,0
"278",2008-06-26,0,0
"279",2008-06-27,0,0
"280",2008-07-14,0,0
"281",2008-07-15,0,0
"282",2008-07-16,0,0
"283",2008-07-17,0,0
"284",2008-07-18,0,0
"285",2008-07-19,0,0
"286",2008-07-20,0,0
"287",2008-07-21,0,0
"288",2008-07-22,0,0
"289",2008-07-23,0,0
"290",2008-07-24,0,0
"291",2008-07-25,0,0
"292",2008-07-26,0,0
"293",2008-07-27,0.01,0.0099998333408328
"294",2008-07-28,0.01,0.0099998333408328
"295",2008-07-29,0,0
"296",2008-07-30,0.22,0.218262907439882
"297",2008-07-31,0.01,0.0099998333408328
"298",2008-08-01,0.1,0.0998340788992076
"299",2008-08-02,0.27,0.266822666909941
"300",2008-08-11,0.01,0.0099998333408328
"301",2008-08-12,0,0
"302",2008-08-13,0,0
"303",2008-08-14,0,0
"304",2008-08-15,0.01,0.0099998333408328
"305",2008-08-16,0,0
"306",2008-08-17,0.01,0.0099998333408328
"307",2008-08-18,0.14,0.139546653905865
"308",2008-08-19,0.15,0.149443120184958
"309",2008-08-20,1.14,0.976988087791336
"310",2008-08-21,0.37,0.362039121240971
"311",2008-08-22,0.01,0.0099998333408328
"312",2008-08-23,0.01,0.0099998333408328
"313",2008-08-24,0,0
"314",2008-08-25,0.37,0.362039121240971
"315",2008-08-26,0,0
"316",2008-08-27,0,0
"317",2008-08-28,0.03,0.0299955018215242
"318",2008-08-29,0,0
"319",2008-08-30,0,0
"320",2008-08-31,0,0
"321",2008-09-01,0.03,0.0299955018215242
"322",2008-09-02,0,0
"323",2008-09-03,0,0
"324",2008-09-04,0,0
"325",2008-09-05,0,0
"326",2008-09-06,0,0
"327",2008-09-07,0,0
"328",2008-09-08,0,0
"329",2008-09-09,0,0
"330",2008-09-10,0,0
"331",2008-09-11,0,0
"332",2008-09-12,0,0
"333",2008-09-13,0,0
"334",2008-09-14,0,0
"335",2008-09-15,0,0
"336",2008-09-16,0,0
"337",2008-09-17,0.02,0.0199986669066095
"338",2008-09-18,0.01,0.0099998333408328
"339",2008-09-19,0,0
"340",2008-09-20,0,0
"341",2008-09-21,0,0
"342",2008-09-22,0.04,0.0399893410060271
"343",2008-09-23,0,0
"344",2008-09-24,0,0
"345",2008-09-25,0.42,0.408540207829808
"346",2008-09-26,0.01,0.0099998333408328
"347",2008-09-27,0,0
"348",2008-09-28,0,0
"349",2008-09-29,0,0
"350",2008-09-30,0,0
"351",2008-10-01,0.02,0.0199986669066095
"352",2008-10-02,0.01,0.0099998333408328
"353",2008-10-03,0.06,0.059964058195334
"354",2008-10-04,0.03,0.0299955018215242
"355",2008-10-05,0.01,0.0099998333408328
"356",2008-10-06,0,0
"357",2008-10-07,0,0
"358",2008-10-08,0,0
"359",2008-10-09,0,0
"360",2008-10-10,0,0
"361",2008-10-11,0,0
"362",2008-10-12,0,0
"363",2008-10-13,0.15,0.149443120184958
"364",2008-10-14,0.79,0.724840509128528
"365",2008-10-15,0.62,0.585898932259168
"366",2008-10-16,0.01,0.0099998333408328
"367",2008-10-17,0.03,0.0299955018215242
"368",2008-10-18,0.78,0.716974594095005
"369",2008-10-19,0.02,0.0199986669066095
"370",2008-10-31,0.59,0.560231076410928
"371",2008-11-01,0.02,0.0199986669066095
"372",2008-11-02,0,0
"373",2008-11-03,0,0
"374",2008-11-04,0,0
"375",2008-11-05,0,0
"376",2008-11-06,1.52,1.20580626246
"377",2008-11-07,0.63,0.594378911302243
"378",2008-11-08,0.47,0.454219358912955
"379",2008-11-09,0.16,0.159325079865316
"380",2008-11-10,0.64,0.6028207328115
"381",2008-11-11,0.6,0.568824898732248
"382",2008-11-12,0.34,0.333768351645882
"383",2008-11-13,0.09,0.089878940743947
"384",2008-11-14,0.56,0.534224073953662
"385",2008-11-15,0.01,0.0099998333408328
"386",2008-11-16,0,0
"387",2008-11-17,1.02,0.895445249389719
"388",2008-11-18,0.32,0.31477598001879
"389",2008-11-19,0.09,0.089878940743947
"390",2008-11-20,1.14,0.976988087791336
"391",2008-11-21,0.34,0.333768351645882
"392",2008-11-22,0.55,0.525480447978513
"393",2008-11-23,0.02,0.0199986669066095
"394",2008-11-30,0.02,0.0199986669066095
"395",2008-12-01,0,0
"396",2008-12-02,0,0
"397",2008-12-03,0,0
"398",2008-12-04,0,0
"399",2008-12-05,0,0
"400",2008-12-06,0,0
"401",2008-12-07,0,0
"402",2008-12-08,0,0
"403",2008-12-09,0,0
"404",2008-12-10,0,0
"405",2008-12-11,0,0
"406",2008-12-12,0.29,0.286081714574482
"407",2008-12-13,0.38,0.37140239146356
"408",2008-12-14,0.02,0.0199986669066095
"409",2008-12-15,1.96,1.42560247581797
"410",2008-12-16,1.22,1.02871412286048
"411",2008-12-17,0.89,0.801415491253481
"412",2008-12-18,0.1,0.0998340788992076
"413",2008-12-19,0.29,0.286081714574482
"414",2008-12-20,0.11,0.109779365920544
"415",2008-12-21,1,0.881373587019543
"416",2008-12-22,0.71,0.660839640789586
"417",2008-12-23,0.03,0.0299955018215242
"418",2008-12-24,0,0
"419",2008-12-25,0,0
"420",2008-12-26,0,0
"421",2008-12-27,0.07,0.0699429590194019
"422",2008-12-28,0.05,0.0499791900693487
"423",2008-12-29,0,0
"424",2008-12-30,0.69,0.644455004844934
"425",2008-12-31,0.63,0.594378911302243
"426",2009-01-01,0.29,0.286081714574482
"427",2009-01-02,0.97,0.86000049836714
"428",2009-01-03,0.19,0.188875014576307
"429",2009-01-04,0.05,0.0499791900693487
"430",2009-01-05,0.46,0.445151759147682
"431",2009-01-06,0.92,0.82365909043241
"432",2009-01-07,0.59,0.560231076410928
"433",2009-01-08,1.21,1.02235926963667
"434",2009-01-09,0.11,0.109779365920544
"435",2009-01-10,0,0
"436",2009-01-11,0.05,0.0499791900693487
"437",2009-01-12,0.04,0.0399893410060271
"438",2009-01-13,0,0
"439",2009-01-14,0,0
"440",2009-01-15,0,0
"441",2009-01-16,0,0
"442",2009-01-17,0,0
"443",2009-01-18,0,0
"444",2009-01-19,0,0
"445",2009-01-20,0,0
"446",2009-01-21,0,0
"447",2009-01-22,0,0
"448",2009-01-23,0,0
"449",2009-01-24,0,0
"450",2009-01-25,0.57,0.542930505457726
"451",2009-01-26,0.07,0.0699429590194019
"452",2009-01-27,0,0
"453",2009-01-28,0.65,0.611224313762764
"454",2009-01-29,0.03,0.0299955018215242
"455",2009-01-30,0,0
"456",2009-01-31,0.03,0.0299955018215242
"457",2009-02-01,0,0
"458",2009-02-02,0,0
"459",2009-02-03,0,0
"460",2009-02-04,0,0
"461",2009-02-05,0,0
"462",2009-02-06,0.5,0.481211825059603
"463",2009-02-07,0.02,0.0199986669066095
"464",2009-02-08,0,0
"465",2009-02-09,0.16,0.159325079865316
"466",2009-02-10,0.12,0.119713850398777
"467",2009-02-11,0.42,0.408540207829808
"468",2009-02-12,0.04,0.0399893410060271
"469",2009-02-13,0.37,0.362039121240971
"470",2009-02-14,0.05,0.0499791900693487
"471",2009-02-15,0.2,0.198690110349241
"472",2009-02-16,0.02,0.0199986669066095
"473",2009-02-17,0.07,0.0699429590194019
"474",2009-02-18,0,0
"475",2009-02-19,0,0
"476",2009-02-20,0,0
"477",2009-02-21,0,0
"478",2009-02-22,0.45,0.436049668851741
"479",2009-02-23,0.53,0.507882413310767
"480",2009-02-24,1.12,0.963733684325032
"481",2009-02-25,0.22,0.218262907439882
"482",2009-02-26,0.07,0.0699429590194019
"483",2009-02-27,0,0
"484",2009-02-28,0.65,0.611224313762764
"485",2009-03-01,1.53,1.21128983962525
"486",2009-03-02,0.02,0.0199986669066095
"487",2009-03-03,0.33,0.324286295137463
"488",2009-03-04,0.12,0.119713850398777
"489",2009-03-05,0.15,0.149443120184958
"490",2009-03-06,0.19,0.188875014576307
"491",2009-03-07,0.02,0.0199986669066095
"492",2009-03-08,0.19,0.188875014576307
"493",2009-03-09,0.55,0.525480447978513
"494",2009-03-10,0.1,0.0998340788992076
"495",2009-03-11,0,0
"496",2009-03-12,0,0
"497",2009-03-13,0,0
"498",2009-03-14,0.04,0.0399893410060271
"499",2009-03-15,1.16,0.9901117287927
"500",2009-03-16,0.45,0.436049668851741
"501",2009-03-17,0.24,0.2377537491524
"502",2009-03-18,0,0
"503",2009-03-19,0,0
"504",2009-03-20,0.19,0.188875014576307
"505",2009-03-21,0.07,0.0699429590194019
"506",2009-03-22,0.53,0.507882413310767
"507",2009-03-23,0.03,0.0299955018215242
"508",2009-03-24,0.34,0.333768351645882
"509",2009-03-25,0.23,0.228018971902582
"510",2009-03-26,0.65,0.611224313762764
"511",2009-03-27,0,0
"512",2009-03-28,0,0
"513",2009-03-29,0.54,0.516699823789038
"514",2009-03-30,0.05,0.0499791900693487
"515",2009-03-31,0,0
"516",2009-04-01,0.06,0.059964058195334
"517",2009-04-02,1.09,0.943603428610838
"518",2009-04-03,0.06,0.059964058195334
"519",2009-04-04,0.06,0.059964058195334
"520",2009-04-05,0,0
"521",2009-04-06,0,0
"522",2009-04-07,0,0
"523",2009-04-08,0.01,0.0099998333408328
"524",2009-04-09,0.14,0.139546653905865
"525",2009-04-10,0.09,0.089878940743947
"526",2009-04-11,0.02,0.0199986669066095
"527",2009-04-12,0.15,0.149443120184958
"528",2009-04-13,0.46,0.445151759147682
"529",2009-04-14,0.17,0.169191635935195
"530",2009-04-15,0.03,0.0299955018215242
"531",2009-04-16,0,0
"532",2009-04-17,0.28,0.276464691365661
"533",2009-04-18,0.1,0.0998340788992076
"534",2009-04-19,0,0
"535",2009-04-20,0,0
"536",2009-04-21,0,0
"537",2009-04-22,0,0
"538",2009-04-23,0,0
"539",2009-04-24,0,0
"540",2009-04-25,0,0
"541",2009-04-26,0.06,0.059964058195334
"542",2009-04-27,0.01,0.0099998333408328
"543",2009-04-28,0.04,0.0399893410060271
"544",2009-04-29,0.16,0.159325079865316
"545",2009-04-30,0.01,0.0099998333408328
"546",2009-05-01,0.01,0.0099998333408328
"547",2009-05-02,0.55,0.525480447978513
"548",2009-05-03,0.16,0.159325079865316
"549",2009-05-04,0,0
"550",2009-05-05,1.25,1.04759301264926
"551",2009-05-06,0.46,0.445151759147682
"552",2009-05-07,0.15,0.149443120184958
"553",2009-05-08,0.01,0.0099998333408328
"554",2009-05-09,0,0
"555",2009-05-10,0,0
"556",2009-05-11,0.09,0.089878940743947
"557",2009-05-12,0.14,0.139546653905865
"558",2009-05-13,0.04,0.0399893410060271
"559",2009-05-14,0.77,0.709070440986388
"560",2009-05-15,0.02,0.0199986669066095
"561",2009-05-16,0,0
"562",2009-05-17,0,0
"563",2009-05-18,0,0
"564",2009-05-19,0.12,0.119713850398777
"565",2009-05-20,0.02,0.0199986669066095
"566",2009-05-21,0,0
"567",2009-05-22,0,0
"568",2009-05-23,0,0
"569",2009-05-24,0,0
"570",2009-05-25,0,0
"571",2009-05-26,0,0
"572",2009-05-27,0,0
"573",2009-05-28,0,0
"574",2009-05-29,0,0
"575",2009-05-30,0,0
"576",2009-05-31,0.01,0.0099998333408328
"577",2009-06-01,0.01,0.0099998333408328
"578",2009-06-02,0.07,0.0699429590194019
"579",2009-06-03,0.05,0.0499791900693487
"580",2009-06-04,0.01,0.0099998333408328
"581",2009-06-05,0.33,0.324286295137463
"582",2009-06-06,0.13,0.12963659033633
"583",2009-06-07,0.04,0.0399893410060271
"584",2009-06-08,0.01,0.0099998333408328
"585",2009-06-09,0,0
"586",2009-06-10,0,0
"587",2009-06-11,0.02,0.0199986669066095
"588",2009-06-12,0,0
"589",2009-06-13,0.01,0.0099998333408328
"590",2009-06-14,0.1,0.0998340788992076
"591",2009-06-15,0.01,0.0099998333408328
"592",2009-06-16,0,0
"593",2009-06-17,0,0
"594",2009-06-18,0.01,0.0099998333408328
"595",2009-06-19,0.12,0.119713850398777
"596",2009-06-20,0.01,0.0099998333408328
"597",2009-06-21,0.03,0.0299955018215242
"598",2009-06-22,0,0
"599",2009-06-23,0,0
"600",2009-06-24,0,0
"601",2009-06-25,0.03,0.0299955018215242
"602",2009-06-26,0,0
"603",2009-06-27,0,0
"604",2009-06-28,0,0
"605",2009-06-29,0,0
"606",2009-06-30,0,0
"607",2009-07-01,0,0
"608",2009-07-02,0,0
"609",2009-07-03,0,0
"610",2009-07-04,0,0
"611",2009-07-05,0.02,0.0199986669066095
"612",2009-07-06,0.01,0.0099998333408328
"613",2009-07-07,0,0
"614",2009-07-08,0.01,0.0099998333408328
"615",2009-07-09,0,0
"616",2009-07-10,0,0
"617",2009-07-11,0.1,0.0998340788992076
"618",2009-07-12,0.02,0.0199986669066095
"619",2009-07-13,0.06,0.059964058195334
"620",2009-07-14,0,0
"621",2009-07-15,0,0
"622",2009-07-16,0,0
"623",2009-07-17,0,0
"624",2009-07-18,0,0
"625",2009-07-27,0,0
"626",2009-07-28,0,0
"627",2009-07-29,0,0
"628",2009-07-30,0.03,0.0299955018215242
"629",2009-07-31,0.02,0.0199986669066095
"630",2009-08-01,0.02,0.0199986669066095
"631",2009-08-02,0.03,0.0299955018215242
"632",2009-08-03,0.03,0.0299955018215242
"633",2009-08-04,0,0
"634",2009-08-05,0,0
"635",2009-08-06,0,0
"636",2009-08-07,0.02,0.0199986669066095
"637",2009-08-08,0,0
"638",2009-08-09,0,0
"639",2009-08-10,0,0
"640",2009-08-11,0.01,0.0099998333408328
"641",2009-08-12,0.07,0.0699429590194019
"642",2009-08-13,0.03,0.0299955018215242
"643",2009-08-14,0,0
"644",2009-08-15,0,0
"645",2009-08-16,0,0
"646",2009-08-17,0,0
"647",2009-08-18,0,0
"648",2009-08-19,0,0
"649",2009-08-20,0.03,0.0299955018215242
"650",2009-08-21,0.02,0.0199986669066095
"651",2009-08-22,0,0
"652",2009-08-23,0,0
"653",2009-08-24,0,0
"654",2009-08-25,0,0
"655",2009-08-26,0.02,0.0199986669066095
"656",2009-08-27,0.01,0.0099998333408328
"657",2009-08-28,0,0
"658",2009-08-29,0.48,0.463252120207431
"659",2009-08-30,0.01,0.0099998333408328
"660",2009-08-31,0,0
"661",2009-09-01,0,0
"662",2009-09-02,0,0
"663",2009-09-03,0,0
"664",2009-09-04,0,0
"665",2009-09-05,0.49,0.472249713026382
"666",2009-09-06,0.49,0.472249713026382
"667",2009-09-07,0.08,0.0799149114944969
"668",2009-09-08,0.01,0.0099998333408328
"669",2009-09-09,0.01,0.0099998333408328
"670",2009-09-10,0,0
"671",2009-09-11,0,0
"672",2009-09-12,0.01,0.0099998333408328
"673",2009-09-13,0.01,0.0099998333408328
"674",2009-09-14,0.01,0.0099998333408328
"675",2009-09-15,0,0
"676",2009-09-16,0,0
"677",2009-09-17,0.33,0.324286295137463
"678",2009-09-18,0.01,0.0099998333408328
"679",2009-09-19,0.06,0.059964058195334
"680",2009-09-20,0.1,0.0998340788992076
"681",2009-09-21,0,0
"682",2009-09-22,0,0
"683",2009-09-23,0,0
"684",2009-09-24,0,0
"685",2009-09-25,0,0
"686",2009-09-26,0,0
"687",2009-09-27,0,0
"688",2009-09-28,0,0
"689",2009-09-29,0.35,0.343221555085944
"690",2009-09-30,0.13,0.12963659033633
"691",2009-10-01,0.03,0.0299955018215242
"692",2009-10-07,0,0
"693",2009-10-08,0.06,0.059964058195334
"694",2009-10-09,0.66,0.619589583723484
"695",2009-10-10,0.84,0.763599221720576
"696",2009-10-11,0.12,0.119713850398777
"697",2009-10-12,0,0
"698",2009-10-13,0,0
"699",2009-10-14,0,0
"700",2009-10-15,0.02,0.0199986669066095
"701",2009-10-16,0,0
"702",2009-10-17,0,0
"703",2009-10-18,0,0
"704",2009-10-19,0,0
"705",2009-10-20,0,0
"706",2009-10-21,0,0
"707",2009-10-22,0.14,0.139546653905865
"708",2009-10-23,0.06,0.059964058195334
"709",2009-10-24,1.66,1.28036063884419
"710",2009-10-25,0.04,0.0399893410060271
"711",2009-10-26,1.07,0.930015203670293
"712",2009-10-27,0.25,0.247466461547263
"713",2009-10-28,0.27,0.266822666909941
"714",2009-10-29,0.24,0.2377537491524
"715",2009-10-30,0.03,0.0299955018215242
"716",2009-10-31,0.42,0.408540207829808
"717",2009-11-01,0.08,0.0799149114944969
"718",2009-11-02,1.28,1.06619764490701
"719",2009-11-03,0,0
"720",2009-11-04,0,0
"721",2009-11-05,0.01,0.0099998333408328
"722",2009-11-08,0.12,0.119713850398777
"723",2009-11-09,0.32,0.31477598001879
"724",2009-11-10,0.55,0.525480447978513
"725",2009-11-11,0.02,0.0199986669066095
"726",2009-11-12,0.28,0.276464691365661
"727",2009-11-13,0.03,0.0299955018215242
"728",2009-11-14,0.43,0.417743499441563
"729",2009-11-15,0.04,0.0399893410060271
"730",2009-11-16,0.25,0.247466461547263
"731",2009-11-17,0.03,0.0299955018215242
"732",2009-11-18,1.32,1.09058661008107
"733",2009-11-20,1.57,1.23297538955972
"734",2009-11-21,0.05,0.0499791900693487
"735",2009-11-22,0.26,0.257156348513015
"736",2009-11-23,0.57,0.542930505457726
